player_id,name,entity_kind,category_id,category_name,strategic_layer,type,subcategory,geography,reach,business_model,ownership_or_investors,ai_signal,ai_score,relevance,momentum,key_player,relationship,why_they_matter,description,recent_or_next_check,tags,source_status,source_needs,research_owner,requires_credentialed_data,is_signal_only,evidence_summary,source_ids,source_titles,source_urls,open_questions
a16z-consumer,a16z Consumer,Strategic signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Consumer and AI investor signal,"Consumer apps, AI-native products, creator tools, and education-market thesis",Global / US,Major venture firm,Venture capital and thesis publishing,Andreessen Horowitz,"Monitor consumer AI, AI education, and generative music investment theses",4,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Useful for understanding investor appetite around AI-native consumer products, education behavior, and creator tools.",Consumer investing team whose AI and consumer theses can indicate where capital expects user behavior to move.,"Track consumer AI theses, music/creator references, and relevant portfolio moves.",investor | consumer AI | capital,Public investor thesis source linked; needs deal monitoring,Crunchbase | Audience source | Company source,Strategy / monitoring,FALSE,TRUE,"Public a16z Consumer source validates this as an investor-thesis signal for consumer AI, creator tools, and adjacent learning-product capital flows.",a16z_consumer,a16z Consumer,https://a16z.com/consumer/,"Relevant consumer AI portfolio moves | Music, creator, or education thesis mentions | Deal-monitoring cadence and owner"
general-catalyst,General Catalyst,Strategic signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Growth investor signal,"Applied AI, consumer technology, education, and transformation investing",Global / US,Major global investment firm,Venture and growth investment,Private partnership,"Monitor applied AI, education, consumer, and transformation theses",4,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Helps frame where larger growth capital may move around consumer learning, subscriptions, AI tooling, and platform shifts.","Global investment firm relevant as a capital signal for AI-enabled services, consumer apps, and education infrastructure.","Track AI, consumer, learning, and creator-tool investments or thesis content.",investor | growth capital | AI,Public company source linked; needs portfolio watchlist,Crunchbase | Audience source | Company source,Strategy / monitoring,FALSE,TRUE,"Public General Catalyst source validates this as a broader growth-capital signal for applied AI, consumer technology, education, and transformation investing.",general_catalyst_home,General Catalyst,https://www.generalcatalyst.com/,"Relevant AI, education, or consumer portfolio companies | Any thesis overlap with music learning or creator workflows | Watchlist owner and update cadence"
eic-accelerator,EIC Accelerator,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Public funding signal,"EU startup and SME funding for high-risk, game-changing innovation",Europe,EU-wide startup funding programme,Grant and equity funding,European Innovation Council,"Relevant for disruptive AI, deep-tech, creative-tech, and learning-product funding routes",3,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Adds a concrete public-funding route beyond cultural grants for ambitious AI, learning, or creative-technology initiatives.","Horizon Europe funding programme supporting startups and SMEs with game-changing products, services, or business models.","Track cut-off dates, blended finance rules, and fit for AI/music learning initiatives.",funding | EU | startup,Public funding source linked; needs eligibility review,Crunchbase | Programme source | Company source,Strategy / monitoring,FALSE,TRUE,"Official EIC Accelerator source validates a concrete EU funding route for high-risk startup and SME innovation, including possible AI or creative-technology initiatives.",eic_accelerator,EIC Accelerator,https://eic.ec.europa.eu/eic-funding-opportunities/eic-accelerator_en,Eligibility for Yousician-owned initiatives | Best-fit challenge themes and cut-off dates | Grant vs equity suitability
horizon-europe-cluster-2,Horizon Europe Cluster 2,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Public funding signal,"Culture, creativity, inclusive society, and research funding",Europe,EU research and innovation programme,Research and innovation grants,European Commission,"Relevant where music learning intersects culture, creativity, education, and social impact research",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Useful for partnership-funded strategic projects around music participation, creative learning, and cultural impact.","Horizon Europe cluster covering culture, creativity, inclusive society, and related research programmes.","Track 2026-27 work programmes, consortium calls, and culture/creativity funding fit.",funding | research | culture,Public funding source linked; needs work-programme scan,Crunchbase | Programme source | Company source,Strategy / monitoring,FALSE,TRUE,"Official Horizon Europe Cluster 2 source validates culture, creativity, and inclusive-society funding as a strategic partnership route for music participation and learning research.",horizon_europe_cluster2,Horizon Europe Cluster 2,https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-europe/cluster-2-culture-creativity-and-inclusive-society_en,"Relevant 2026-27 work-programme calls | Potential consortium partners | Fit for music participation, learning impact, or cultural inclusion"
eit-culture-creativity,EIT Culture & Creativity,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Creative-sector innovation signal,"Creative industries, startup acceleration, skills, and cultural innovation",Europe,European cultural and creative-sector network,EU-supported innovation partnership,European Institute of Innovation and Technology,"Relevant for creative-technology, skills, and cultural innovation acceleration",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Adds an EU creative-industries route for partnerships, skills programmes, and startup acceleration around music and culture.","European partnership supporting cultural and creative-sector innovation, learning opportunities, and venture support.","Track accelerator calls, skills programmes, and creative-tech opportunities.",funding | creative industries | Europe,Public programme source linked; needs opportunity monitoring,Programme source | Company source,Strategy / monitoring,FALSE,FALSE,"Official EIT Culture & Creativity source validates creative-sector innovation, skills, and venture-support opportunities relevant to music, learning, and creator-economy partnerships.",eit_culture_creativity,EIT Culture & Creativity,https://eit-culture-creativity.eu/,Open accelerator or skills-programme calls | Partnership fit for music-learning initiatives | Expected effort and internal owner
apple-design-awards,Apple Design Awards,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,App recognition signal,"App design, innovation, accessibility, interaction, and platform recognition",Global,Major platform recognition programme,Annual Apple developer awards,Apple,"Monitor AI, interaction, accessibility, and creative-app benchmarks",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Useful as a high-signal recognition route and benchmark for app craft, accessibility, interaction, and brand credibility.",Apple award programme recognizing outstanding app and game design across global finalists and winners.,Track annual finalist/winner categories and whether music-learning products fit future submissions.,awards | app store | recognition,Public award source linked; needs category-fit review,Appfigures | Award source | Company source,Strategy / monitoring,FALSE,TRUE,"Official Apple Design Awards source validates a high-signal recognition route and benchmark for app craft, interaction, accessibility, innovation, and technical quality.",apple_design_awards_2026,Apple Design Awards,https://developer.apple.com/design/awards/,Which annual categories fit Yousician best | Submission calendar and owner | Product-quality gaps against finalist benchmark
google-play-best-of,Google Play Best Of,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,App recognition signal,"Android app excellence, editorial awards, growth and category visibility",Global,Major Android platform recognition programme,Annual Google Play editorial awards,Google,"Monitor AI, learning, personal growth, family, and creative-app recognition patterns",2,3,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Adds an Android-side recognition route and benchmark for app quality, discovery, and platform credibility.","Google Play annual awards highlighting apps, games, and books selected by editors as standout products.","Track annual winners and categories relevant to learning, personal growth, creativity, and family.",awards | google play | recognition,Public award source linked; needs category-fit review,Appfigures | Award source | Company source,Strategy / monitoring,FALSE,TRUE,Official Google Play Best Of source validates Android-side editorial recognition as a benchmark for standout mobile products and platform visibility.,google_play_best_2025,Google Play Best of 2025,https://play.google.com/store/apps/editorial?hl=en_US&id=mc_games_apps_cmp_bestof2025_fcp,Relevant 2026 category once published | Android product story and submission owner | Competitive recognition examples in learning or creativity
music-tectonics,Music Tectonics,Strategic signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Music-tech ecosystem signal,"Music technology conference, startup pitch, investor and partnership network",Global / US,Specialist music-tech industry network,"Conference, podcast, events, startup competition","Rock Paper Scissors, Inc.","Monitor music-tech startup themes, AI, rights, creator tools, and investor interest",3,3,4,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Useful for discovering emerging music-tech companies and reading where partnerships, investor attention, and startup energy are moving.","Music-tech conference and ecosystem platform connecting startups, investors, partners, and industry operators.","Track pitch competition startups, conference themes, and AI/rights/creator-tool panels.",music tech | startup | conference,Public conference source linked; needs annual scan,Audience source | Legal/news | Company source,Strategy / monitoring,FALSE,FALSE,"Official Music Tectonics source validates this as a music-tech startup, investor, partner, AI, rights, and creator-tool monitoring surface.",music_tectonics_2026,Music Tectonics,https://www.musictectonics.com/,Pitch competition and startup shortlist | AI/rights/creator-tool themes to track | Partner or investor intros worth pursuing
learning-technologies-awards,Learning Technologies Awards,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,Learning-tech recognition signal,"Learning technology awards, AI learning categories, and enterprise L&D credibility",Global / UK,Large learning-technology awards programme,Annual awards and event,CloserStill Media / Learning Technologies,"Monitor AI learning categories, adaptive learning, and L&D market expectations",3,2,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Useful benchmark for how broader learning technology evaluates AI, learner outcomes, and trust signals.","Learning-technology awards programme with categories relevant to AI, digital learning, and learning impact.",Track 2026 AI learning categories and whether music learning can credibly enter broader L&D recognition routes.,awards | learning tech | AI,Public award source linked; needs relevance review,Award source | Company source,Strategy / monitoring,FALSE,TRUE,"Official Learning Technologies Awards source validates a broader learning-tech recognition signal for AI learning, digital learning impact, and L&D market expectations.",learning_technologies_awards,Learning Technologies Awards,https://www.learningtechnologies.co.uk/learning-tech-awards,Whether music learning has credible category fit | Which AI-learning criteria are relevant | Use as benchmark only or active submission target
sxsw-edu-launch,SXSW EDU Launch,Monitoring signal,signals,"Capital, media & opportunity signals",Strategic signal layer,EdTech startup signal,"Education startup competition, investor exposure, and learning innovation",Global / US,Visible education innovation event,Startup competition and conference exposure,SXSW EDU,"Monitor emerging education startups, AI learning products, and investor-facing education innovation",3,2,3,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,"Adds an early-stage education-market signal where music learning can benchmark product, traction, and investor narratives.",Startup competition showcasing emerging innovations in teaching and learning.,"Track finalists, categories, judging criteria, and startups adjacent to music learning.",edtech | startup | awards,Public competition source linked; needs annual scan,Company source,Strategy / monitoring,FALSE,TRUE,"Official SXSW EDU Launch source validates an education-startup and learning-innovation signal for early-stage product narratives, investor exposure, and adjacent EdTech themes.",sxsw_edu_launch,SXSW EDU Launch,https://sxswedu.com/competitions/launch/,Relevant finalist patterns for music learning | Investor-facing EdTech claims to benchmark | Whether to monitor only or pursue presence
